account.length,area.code,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.eve.minutes,total.eve.calls,total.night.minutes,total.night.calls,total.intl.minutes,total.intl.calls,number.customer.service.calls,Status,avg.minute.day,avg.minute.eve,avg.minute.night,avg.minute.intl
118,415,no,no,0,136.1,120,204.2,103,228.2,90,11.3,4,1,False,1.13416666666667,1.98252427184466,2.53555555555556,2.825
35,415,no,no,0,124.2,102,123.9,115,135.7,100,13.1,8,2,False,1.21764705882353,1.07739130434783,1.357,1.6375
64,415,no,no,0,206.2,76,232.4,76,251.6,96,13.6,2,1,False,2.71315789473684,3.05789473684211,2.62083333333333,6.8
63,510,no,no,0,132.9,122,67,62,160.4,121,9.9,2,3,False,1.08934426229508,1.08064516129032,1.32561983471074,4.95
117,415,no,yes,31,104.9,115,237.6,125,263.4,104,7.7,6,3,False,0.912173913043478,1.9008,2.53269230769231,1.28333333333333
115,415,no,no,0,245,97,250.7,75,270.2,124,13.7,8,1,True,2.52577319587629,3.34266666666667,2.17903225806452,1.7125
94,415,yes,no,0,235.6,131,194.8,107,170.6,93,8.6,4,1,False,1.79847328244275,1.82056074766355,1.83440860215054,2.15
129,408,no,no,0,186,127,262.3,96,98.9,63,11.5,6,4,False,1.46456692913386,2.73229166666667,1.56984126984127,1.91666666666667
86,415,no,no,0,223.9,75,155.7,109,150.2,143,7.3,9,1,False,2.98533333333333,1.42844036697248,1.05034965034965,0.811111111111111
96,510,no,no,0,179.5,125,162.3,139,264.5,133,6.6,2,1,False,1.436,1.16762589928058,1.98872180451128,3.3
190,415,no,no,0,169.4,102,253.5,113,197.1,93,8.9,5,1,False,1.66078431372549,2.24336283185841,2.11935483870968,1.78
80,408,no,no,0,118.1,90,144.3,77,225.1,86,8.2,6,1,False,1.31222222222222,1.87402597402597,2.61744186046512,1.36666666666667
97,408,no,yes,32,168.4,129,225.9,97,191.8,95,8.5,7,0,False,1.30542635658915,2.32886597938144,2.01894736842105,1.21428571428571
84,415,no,yes,42,214.3,112,188.2,107,333.5,117,11.3,10,0,False,1.91339285714286,1.7588785046729,2.85042735042735,1.13
65,415,no,no,0,245.7,139,241.9,113,285.3,117,4.2,5,4,True,1.76762589928058,2.14070796460177,2.43846153846154,0.84
131,415,no,yes,34,156.6,134,71,95,261.7,120,13.4,10,1,False,1.16865671641791,0.747368421052632,2.18083333333333,1.34
36,415,no,no,0,202.4,115,230.7,115,202,127,10.2,2,3,False,1.76,2.00608695652174,1.59055118110236,5.1
54,415,no,no,0,116.8,119,123.1,123,217.5,101,12,2,1,False,0.981512605042017,1.00081300813008,2.15346534653465,6
125,415,no,yes,39,236.1,107,289.2,110,175.4,107,9.1,4,2,False,2.20654205607477,2.62909090909091,1.6392523364486,2.275
72,415,no,yes,21,138.1,113,260.1,83,135.4,118,8.2,2,2,False,1.22212389380531,3.13373493975904,1.14745762711864,4.1
141,408,no,no,0,51.9,108,162,83,223.5,115,10.1,3,3,False,0.480555555555556,1.95180722891566,1.94347826086957,3.36666666666667
113,510,no,no,0,81.3,116,220.6,124,235.7,113,8.9,3,0,False,0.700862068965517,1.77903225806452,2.0858407079646,2.96666666666667
20,415,no,yes,35,171.5,98,153.1,127,165.6,125,7.1,3,0,False,1.75,1.20551181102362,1.3248,2.36666666666667
212,415,no,no,0,126,96,144.3,80,302.8,102,7.6,3,1,False,1.3125,1.80375,2.96862745098039,2.53333333333333
99,415,yes,no,0,197.2,127,156,92,204.1,99,9.9,6,4,False,1.55275590551181,1.69565217391304,2.06161616161616,1.65
86,510,no,yes,29,157.2,118,196.3,136,226.7,109,8.4,5,3,False,1.33220338983051,1.44338235294118,2.07981651376147,1.68
170,415,no,no,0,246.4,107,228.1,124,166.4,95,9.1,8,0,False,2.30280373831776,1.83951612903226,1.75157894736842,1.1375
105,510,no,no,0,227.4,121,268.5,89,143.3,82,13,4,1,False,1.87933884297521,3.01685393258427,1.74756097560976,3.25
103,415,no,no,0,189.8,110,115.5,83,191.3,103,12.2,4,0,False,1.72545454545455,1.39156626506024,1.85728155339806,3.05
101,510,no,no,0,0,0,192.1,119,168.8,95,7.2,4,1,False,0,1.61428571428571,1.77684210526316,1.8
98,408,no,yes,19,110.5,87,227.8,97,243.6,84,11,4,1,False,1.27011494252874,2.34845360824742,2.9,2.75
104,408,no,no,0,167.6,116,219.2,112,215.9,94,11.7,2,4,False,1.4448275862069,1.95714285714286,2.2968085106383,5.85
115,415,no,no,0,132,90,197.5,75,175.8,114,0,0,3,False,1.46666666666667,2.63333333333333,1.54210526315789,0
70,415,no,no,0,213.4,86,204.7,77,256.6,101,5.7,4,1,False,2.48139534883721,2.65844155844156,2.54059405940594,1.425
126,510,no,no,0,175.4,120,98.3,71,201.9,93,10.6,1,0,False,1.46166666666667,1.38450704225352,2.17096774193548,10.6
125,510,no,no,0,143.2,80,88.1,94,233.2,135,8.8,7,4,True,1.79,0.937234042553191,1.72740740740741,1.25714285714286
133,408,no,no,0,162.1,91,212.1,94,260.4,78,12.2,5,1,False,1.78131868131868,2.2563829787234,3.33846153846154,2.44
103,510,no,no,0,166.6,84,192.4,91,167.9,115,7.7,6,1,False,1.98333333333333,2.11428571428571,1.46,1.28333333333333
95,408,no,yes,20,165.7,78,215.6,94,243.3,91,9.8,6,0,False,2.12435897435897,2.2936170212766,2.67362637362637,1.63333333333333
182,415,no,no,0,176.1,90,174.9,106,234.7,134,9.7,4,1,False,1.95666666666667,1.65,1.75149253731343,2.425
99,510,no,no,0,142.3,89,204.5,95,203.1,114,9.1,1,0,False,1.59887640449438,2.15263157894737,1.78157894736842,9.1
27,510,no,no,0,177.6,121,296.8,92,192.9,106,7.6,3,3,False,1.46776859504132,3.22608695652174,1.81981132075472,2.53333333333333
141,408,no,no,0,83.2,74,190.6,104,150.5,79,10.7,7,1,False,1.12432432432432,1.83269230769231,1.90506329113924,1.52857142857143
29,415,yes,yes,37,235,101,183.3,79,139.8,106,5.7,7,2,False,2.32673267326733,2.32025316455696,1.3188679245283,0.814285714285714
81,415,yes,no,0,149.4,68,171.9,98,214.5,97,17.9,3,3,True,2.19705882352941,1.75408163265306,2.21134020618557,5.96666666666667
37,415,no,yes,20,264.7,81,216.5,110,210.7,102,10.4,7,0,False,3.2679012345679,1.96818181818182,2.0656862745098,1.48571428571429
107,510,no,yes,31,160.3,45,221.5,70,261.6,109,5.6,1,1,False,3.56222222222222,3.16428571428571,2.4,5.6
78,408,no,no,0,140.7,77,195.2,114,252.9,107,11.7,5,0,False,1.82727272727273,1.71228070175439,2.36355140186916,2.34
176,415,no,no,0,250.9,108,171.4,100,148.6,85,9.6,6,2,False,2.32314814814815,1.714,1.74823529411765,1.6
11,510,no,yes,38,209.8,130,196.6,84,233,79,7,7,1,False,1.61384615384615,2.34047619047619,2.9493670886076,1
48,415,no,yes,34,198,70,273.7,121,217.9,71,7.6,4,1,False,2.82857142857143,2.26198347107438,3.06901408450704,1.9
127,510,no,no,0,239.8,107,128.9,121,249.9,110,11.3,5,1,False,2.2411214953271,1.06528925619835,2.27181818181818,2.26
47,408,no,yes,37,112.8,150,243.9,97,178.7,112,13.2,6,2,False,0.752,2.51443298969072,1.59553571428571,2.2
126,415,yes,yes,34,244.9,118,219.6,105,210.8,136,9.7,6,4,False,2.07542372881356,2.09142857142857,1.55,1.61666666666667
60,510,no,no,0,203.2,99,235.8,131,224.9,112,15.1,6,2,False,2.05252525252525,1.8,2.00803571428571,2.51666666666667
122,415,no,no,0,136.7,115,243.1,137,188.9,110,8.6,4,0,False,1.18869565217391,1.77445255474453,1.71727272727273,2.15
136,408,no,no,0,152.6,97,208.9,85,119.1,99,5,10,1,False,1.57319587628866,2.45764705882353,1.2030303030303,0.5
102,510,no,no,0,195.7,116,209.1,87,201.1,73,8.3,3,1,True,1.68706896551724,2.40344827586207,2.75479452054795,2.76666666666667
113,415,yes,no,0,204.3,82,188.8,115,139.4,97,9.2,7,1,False,2.49146341463415,1.64173913043478,1.43711340206186,1.31428571428571
79,415,no,no,0,222.3,99,146.2,82,275.6,82,8.9,4,3,False,2.24545454545455,1.78292682926829,3.3609756097561,2.225
160,415,no,no,0,174.3,105,171.3,107,220.8,131,8.3,2,0,False,1.66,1.60093457943925,1.68549618320611,4.15
110,415,no,no,0,242.5,110,162.3,140,184.1,86,7.8,3,4,False,2.20454545454545,1.15928571428571,2.1406976744186,2.6
93,408,no,no,0,114.3,100,221.1,103,126.3,88,10.9,9,0,False,1.143,2.14660194174757,1.43522727272727,1.21111111111111
77,510,no,no,0,144.9,136,151.3,115,252.4,73,12.3,3,2,False,1.06544117647059,1.31565217391304,3.45753424657534,4.1
133,408,no,yes,44,174,80,209.4,113,224.1,87,14.1,7,2,True,2.175,1.85309734513274,2.57586206896552,2.01428571428571
106,510,no,yes,33,81.6,120,235.6,85,150.9,113,9.9,4,1,False,0.68,2.77176470588235,1.3353982300885,2.475
125,408,no,no,0,137.1,94,209.8,83,238.4,114,8.6,4,1,False,1.45851063829787,2.52771084337349,2.09122807017544,2.15
95,415,no,no,0,197,88,190.4,68,211.9,104,16.1,8,0,False,2.23863636363636,2.8,2.0375,2.0125
80,415,no,no,0,198.1,160,156.7,87,182.1,76,9.3,3,3,False,1.238125,1.80114942528736,2.39605263157895,3.1
37,408,no,no,0,199.5,107,207.5,110,83.9,123,8.1,4,2,False,1.86448598130841,1.88636363636364,0.682113821138211,2.025
69,415,no,no,0,183.4,85,237.6,100,228,94,9,5,3,False,2.15764705882353,2.376,2.42553191489362,1.8
83,510,no,no,0,132.4,120,121.6,101,197.7,84,8.6,2,1,False,1.10333333333333,1.2039603960396,2.35357142857143,4.3
67,415,yes,yes,35,181.1,59,215.9,116,216.3,106,16.9,4,0,True,3.06949152542373,1.86120689655172,2.04056603773585,4.225
75,510,no,yes,27,117.5,102,206.8,127,194.4,114,4.2,7,3,False,1.15196078431373,1.62834645669291,1.70526315789474,0.6
41,415,no,yes,41,207.3,95,137.3,120,115.7,74,5.9,3,1,False,2.18210526315789,1.14416666666667,1.56351351351351,1.96666666666667
75,415,no,no,0,150.6,99,301.5,83,158.7,104,8.1,5,0,False,1.52121212121212,3.63253012048193,1.52596153846154,1.62
140,408,no,no,0,112.8,89,156.7,65,249.6,85,16.3,6,0,False,1.26741573033708,2.41076923076923,2.93647058823529,2.71666666666667
70,415,no,no,0,104.7,112,82.2,104,169.4,110,15.8,7,3,False,0.934821428571429,0.790384615384615,1.54,2.25714285714286
121,510,no,yes,35,193.8,62,197.6,97,218.8,95,5.9,4,0,False,3.1258064516129,2.03711340206186,2.30315789473684,1.475
112,415,no,no,0,168.6,102,298,117,194.7,110,9.8,5,1,False,1.65294117647059,2.54700854700855,1.77,1.96
66,415,no,yes,16,174.7,92,232.1,105,305.4,98,8.9,2,1,False,1.89891304347826,2.21047619047619,3.11632653061224,4.45
78,408,no,no,0,87,102,193.6,64,205.8,120,11,5,0,False,0.852941176470588,3.025,1.715,2.2
129,415,no,yes,34,204.5,79,132.8,113,190.1,117,14.8,9,2,False,2.58860759493671,1.17522123893805,1.62478632478632,1.64444444444444
6,408,no,no,0,226.5,93,152.1,122,164.4,98,9.4,4,3,False,2.43548387096774,1.24672131147541,1.67755102040816,2.35
107,510,yes,no,0,234.1,91,163.1,105,282.5,100,10,3,1,False,2.57252747252747,1.55333333333333,2.825,3.33333333333333
103,510,no,no,0,160.2,104,138.9,70,312.5,97,9.7,2,0,False,1.54038461538462,1.98428571428571,3.22164948453608,4.85
116,415,no,yes,44,230.6,94,224.1,103,244,76,11.1,2,0,False,2.4531914893617,2.17572815533981,3.21052631578947,5.55
189,408,no,no,0,227.4,84,176,81,206.1,120,6.3,4,2,False,2.70714285714286,2.17283950617284,1.7175,1.575
161,415,no,no,0,72.8,120,267.1,120,222.5,91,11.8,2,2,False,0.606666666666667,2.22583333333333,2.44505494505495,5.9
89,408,no,no,0,197.1,110,165.9,115,227.3,106,12.8,3,1,False,1.79181818181818,1.44260869565217,2.14433962264151,4.26666666666667
64,408,no,no,0,219.6,126,303.3,100,154.5,65,9.7,5,1,False,1.74285714285714,3.033,2.37692307692308,1.94
126,415,no,yes,30,153.4,90,151.4,97,153.8,97,12.8,4,4,True,1.70444444444444,1.56082474226804,1.58556701030928,3.2
129,415,no,no,0,216,85,186.9,114,210.7,109,4.9,10,2,False,2.54117647058824,1.63947368421053,1.93302752293578,0.49
128,510,no,yes,32,222.9,136,262,80,191.4,101,10.8,4,0,False,1.63897058823529,3.275,1.8950495049505,2.7
81,415,no,yes,36,115.9,120,236.6,95,255,90,11.7,6,3,False,0.965833333333333,2.49052631578947,2.83333333333333,1.95
50,408,no,no,0,154.7,102,298,108,210.2,95,11.1,3,0,False,1.51666666666667,2.75925925925926,2.21263157894737,3.7
86,415,no,no,0,136.4,104,202.5,110,230.7,86,11.5,1,3,False,1.31153846153846,1.84090909090909,2.68255813953488,11.5
96,408,no,no,0,170.5,86,277.5,88,162.5,117,12.2,6,1,False,1.98255813953488,3.15340909090909,1.38888888888889,2.03333333333333
72,510,no,no,0,272.4,88,107.9,125,185.5,81,12.7,2,0,False,3.09545454545455,0.8632,2.29012345679012,6.35
64,510,no,yes,40,210,116,232.7,89,168.8,94,5.9,4,8,False,1.81034482758621,2.61460674157303,1.79574468085106,1.475
57,415,yes,yes,17,236.5,94,163.1,94,236.7,117,12.2,3,2,False,2.51595744680851,1.73510638297872,2.02307692307692,4.06666666666667
65,510,no,no,0,153.9,117,220.1,122,280.5,147,8.5,3,2,False,1.31538461538462,1.80409836065574,1.90816326530612,2.83333333333333
136,415,no,no,0,252.4,74,167.9,81,248.3,110,10.7,3,2,False,3.41081081081081,2.07283950617284,2.25727272727273,3.56666666666667
116,408,no,no,0,197.9,84,168.1,113,239.8,145,12,6,1,False,2.35595238095238,1.48761061946903,1.65379310344828,2
93,408,no,no,0,152.4,74,274.6,88,252.2,120,6.6,5,3,False,2.05945945945946,3.12045454545455,2.10166666666667,1.32
142,510,no,yes,40,237.4,105,175.9,93,210.3,110,9.2,3,3,False,2.26095238095238,1.89139784946237,1.91181818181818,3.06666666666667
70,415,no,no,0,197.3,91,305.8,81,171,105,6.7,6,1,False,2.16813186813187,3.77530864197531,1.62857142857143,1.11666666666667
51,415,no,no,0,183.1,99,160.1,107,311.8,121,7,3,1,False,1.84949494949495,1.49626168224299,2.57685950413223,2.33333333333333
174,408,no,no,0,139.4,96,143.4,108,225.2,107,10,5,2,False,1.45208333333333,1.32777777777778,2.10467289719626,2
68,415,no,no,0,213.9,112,260.5,100,233.8,97,8.4,3,1,True,1.90982142857143,2.605,2.41030927835052,2.8
104,415,no,no,0,139.7,78,202.6,119,203.6,102,11.3,5,2,False,1.79102564102564,1.70252100840336,1.99607843137255,2.26
134,408,no,no,0,177.2,91,228.7,105,194.3,113,8.9,3,2,False,1.94725274725275,2.17809523809524,1.71946902654867,2.96666666666667
103,415,no,no,0,173.5,83,244.3,65,221.6,66,9.7,2,3,False,2.09036144578313,3.75846153846154,3.35757575757576,4.85
62,510,no,no,0,159.9,100,172.2,99,263.2,109,5.6,4,1,False,1.599,1.73939393939394,2.41467889908257,1.4
155,415,no,yes,23,243.9,112,133,106,213.7,123,13.4,11,2,False,2.17767857142857,1.25471698113208,1.73739837398374,1.21818181818182
36,510,no,no,0,117.1,94,235.4,117,221.3,108,9,2,0,False,1.24574468085106,2.01196581196581,2.04907407407407,4.5
81,510,no,no,0,261.4,141,215.7,102,271.8,96,8,6,1,True,1.85390070921986,2.11470588235294,2.83125,1.33333333333333
138,510,yes,no,0,46.5,104,186,114,167.5,95,9.6,4,4,True,0.447115384615385,1.63157894736842,1.76315789473684,2.4
103,415,no,yes,18,149.9,84,170.9,84,171.5,112,11.5,7,0,True,1.78452380952381,2.03452380952381,1.53125,1.64285714285714
127,510,yes,no,0,242.2,102,226.1,80,252,96,13.9,5,2,True,2.37450980392157,2.82625,2.625,2.78
136,510,no,no,0,259.4,99,172.7,125,293.7,78,10.7,6,1,True,2.62020202020202,1.3816,3.76538461538462,1.78333333333333
99,415,no,no,0,222.4,102,185.8,89,237.7,81,12,8,2,False,2.18039215686275,2.0876404494382,2.93456790123457,1.5
95,415,no,no,0,69.4,79,190.8,109,219.9,102,8.9,5,0,False,0.878481012658228,1.75045871559633,2.15588235294118,1.78
113,415,no,no,0,61.2,111,92.3,88,197.4,114,13.7,3,5,True,0.551351351351351,1.04886363636364,1.73157894736842,4.56666666666667
128,408,yes,no,0,245.2,112,101.5,101,152.3,116,10.7,5,0,False,2.18928571428571,1.0049504950495,1.31293103448276,2.14
48,415,no,yes,36,230.9,92,167.6,121,270,87,7.6,4,3,False,2.50978260869565,1.38512396694215,3.10344827586207,1.9
81,510,yes,no,0,227.4,105,211.5,120,258.2,113,11.9,3,0,False,2.16571428571429,1.7625,2.28495575221239,3.96666666666667
57,510,no,no,0,192.8,68,158,86,235.5,105,12.7,6,1,False,2.83529411764706,1.83720930232558,2.24285714285714,2.11666666666667
107,510,no,yes,38,219.4,92,180.5,73,104.1,91,11,1,2,False,2.38478260869565,2.47260273972603,1.14395604395604,11
56,415,no,no,0,137.2,111,165.9,119,182.3,72,14.3,4,1,False,1.23603603603604,1.39411764705882,2.53194444444444,3.575
159,415,no,no,0,87.7,103,278.2,97,170.6,93,10.5,10,1,False,0.851456310679612,2.8680412371134,1.83440860215054,1.05
107,408,no,no,0,103.4,94,189.3,125,227.2,125,14.4,3,1,False,1.1,1.5144,1.8176,4.8
106,408,no,no,0,52.2,106,220.1,113,112.3,95,11.4,2,2,False,0.492452830188679,1.94778761061947,1.18210526315789,5.7
225,415,no,no,0,165.4,106,273.7,109,210,93,8.7,3,0,True,1.56037735849057,2.51100917431193,2.25806451612903,2.9
75,408,no,no,0,147.5,110,191.7,97,135,68,16.4,3,2,False,1.34090909090909,1.97628865979381,1.98529411764706,5.46666666666667
169,415,no,no,0,235.7,79,136.9,85,220.9,97,13.3,10,1,False,2.98354430379747,1.61058823529412,2.27731958762887,1.33
122,510,no,yes,22,204.5,92,139.6,121,205,103,8.6,5,2,False,2.22282608695652,1.15371900826446,1.99029126213592,1.72
106,408,no,no,0,178.4,143,247,123,259.9,105,9.6,2,0,False,1.24755244755245,2.00813008130081,2.4752380952381,4.8
52,415,no,yes,32,130.1,68,247.2,77,289.4,87,13.5,5,2,False,1.91323529411765,3.21038961038961,3.3264367816092,2.7
135,415,no,no,0,239.9,91,177.1,104,217.2,118,5.9,3,2,False,2.63626373626374,1.70288461538462,1.84067796610169,1.96666666666667
70,408,no,no,0,148.4,110,267.1,90,151.5,101,8.9,4,0,False,1.34909090909091,2.96777777777778,1.5,2.225
80,408,no,no,0,148.6,106,210.8,65,203.7,86,10,2,2,False,1.40188679245283,3.24307692307692,2.36860465116279,5
37,415,no,no,0,191.1,69,129.2,113,207.5,117,12.9,1,0,False,2.7695652173913,1.14336283185841,1.77350427350427,12.9
137,510,no,no,0,97.5,95,195.8,82,288.8,78,0,0,1,False,1.02631578947368,2.38780487804878,3.7025641025641,0
123,415,no,no,0,128.7,126,117.6,94,198.4,132,10.8,5,0,False,1.02142857142857,1.25106382978723,1.5030303030303,2.16
80,415,no,yes,38,236.6,69,197.5,68,209.5,102,9.5,10,2,False,3.42898550724638,2.90441176470588,2.05392156862745,0.95
105,415,no,yes,27,141.2,96,167.7,94,274.4,101,11.4,2,1,False,1.47083333333333,1.78404255319149,2.71683168316832,5.7
73,415,no,yes,31,194.4,104,176,84,230.1,110,11.5,3,0,False,1.86923076923077,2.0952380952381,2.09181818181818,3.83333333333333
179,408,no,no,0,234.5,134,164.2,94,191.4,72,6.1,4,1,False,1.75,1.7468085106383,2.65833333333333,1.525
122,415,yes,yes,40,216.4,80,249.7,90,185.9,99,12.7,4,1,False,2.705,2.77444444444444,1.87777777777778,3.175
33,510,no,yes,35,161.9,85,151.2,82,191,131,8.5,2,1,False,1.90470588235294,1.84390243902439,1.45801526717557,4.25
94,408,no,no,0,118.7,90,205.1,57,172.2,100,10.4,6,3,False,1.31888888888889,3.59824561403509,1.722,1.73333333333333
100,408,no,no,0,179.1,123,196.6,132,186.7,116,10.2,10,1,False,1.45609756097561,1.48939393939394,1.60948275862069,1.02
106,415,no,no,0,147.9,97,209.3,99,162.1,80,8.8,5,2,False,1.52474226804124,2.11414141414141,2.02625,1.76
148,415,no,yes,38,209.2,110,116.6,73,109.6,105,16.5,4,2,False,1.90181818181818,1.5972602739726,1.04380952380952,4.125
120,415,no,yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,False,1.745,3.62134831460674,2.00963855421687,1.76666666666667
91,415,no,yes,34,175.3,96,262.3,122,143.9,76,5.6,11,1,False,1.82604166666667,2.15,1.89342105263158,0.509090909090909
86,510,no,no,0,150.5,92,120.3,95,271.2,96,9,2,1,False,1.63586956521739,1.26631578947368,2.825,4.5
94,510,no,no,0,163.5,136,143.7,111,253.4,82,12.6,5,1,False,1.20220588235294,1.29459459459459,3.09024390243902,2.52
85,415,no,no,0,236.9,93,197.7,113,309.1,78,11.4,7,2,True,2.54731182795699,1.74955752212389,3.96282051282051,1.62857142857143
89,415,no,no,0,82.3,77,167.2,80,194.7,70,7.2,4,1,False,1.06883116883117,2.09,2.78142857142857,1.8
75,415,no,yes,39,198.2,107,280.4,132,129.6,73,11.3,7,1,False,1.85233644859813,2.12424242424242,1.77534246575342,1.61428571428571
105,415,yes,no,0,273.9,119,278.6,103,255.3,90,10.9,7,1,True,2.30168067226891,2.70485436893204,2.83666666666667,1.55714285714286
102,415,no,yes,31,125.3,92,141.2,108,168.2,68,6.3,2,3,False,1.36195652173913,1.30740740740741,2.47352941176471,3.15
83,415,no,no,0,178.8,102,167.9,84,178.9,65,8.6,4,3,False,1.75294117647059,1.99880952380952,2.75230769230769,2.15
63,510,no,yes,49,214.9,86,198.2,89,170.8,139,8.2,5,0,False,2.49883720930233,2.22696629213483,1.22877697841727,1.64
155,408,no,no,0,163,93,203.9,102,159,109,15.1,4,2,False,1.75268817204301,1.99901960784314,1.45871559633028,3.775
82,415,no,yes,29,163.8,77,134.9,112,79.3,95,8.8,2,2,False,2.12727272727273,1.20446428571429,0.834736842105263,4.4
87,510,no,no,0,189.5,113,204.9,100,221.7,93,13.4,3,1,False,1.67699115044248,2.049,2.38387096774194,4.46666666666667
115,415,no,yes,26,155.2,110,230.9,133,261.6,100,4.5,4,0,False,1.41090909090909,1.73609022556391,2.616,1.125
99,510,yes,no,0,242.3,102,350.9,102,163.1,93,11.3,3,0,True,2.37549019607843,3.44019607843137,1.75376344086021,3.76666666666667
121,415,yes,yes,44,254.1,127,180.2,108,196.2,129,8.7,4,3,False,2.0007874015748,1.66851851851852,1.52093023255814,2.175
54,510,no,yes,33,112,90,208,112,150.3,83,11.3,4,2,False,1.24444444444444,1.85714285714286,1.81084337349398,2.825
105,408,no,no,0,115.5,73,267.3,83,114.2,90,13.3,5,3,False,1.58219178082192,3.22048192771084,1.26888888888889,2.66
73,415,no,no,0,137.1,102,210.8,114,191.4,120,11.1,4,1,False,1.34411764705882,1.84912280701754,1.595,2.775
21,415,no,yes,19,132.7,94,204.6,101,154.7,78,12.9,7,3,False,1.41170212765957,2.02574257425743,1.98333333333333,1.84285714285714
141,415,no,no,0,160.1,87,256.7,120,270,107,7,1,2,False,1.84022988505747,2.13916666666667,2.52336448598131,7
95,415,no,no,0,194.6,114,232.8,106,173.4,92,3.8,2,3,False,1.70701754385965,2.19622641509434,1.88478260869565,1.9
184,415,no,no,0,236.4,73,287.3,120,192,94,13.8,4,1,True,3.23835616438356,2.39416666666667,2.04255319148936,3.45
74,408,no,no,0,157.1,95,213.1,36,280.4,77,7.6,3,2,False,1.65368421052632,5.91944444444444,3.64155844155844,2.53333333333333
67,415,no,no,0,179.8,125,173.2,86,272.8,97,10.9,4,0,False,1.4384,2.01395348837209,2.81237113402062,2.725
104,415,yes,no,0,148.2,108,161.8,113,259.3,103,11,4,0,False,1.37222222222222,1.43185840707965,2.51747572815534,2.75
71,415,no,yes,39,183.2,103,209.4,111,172.4,109,11.9,6,1,False,1.77864077669903,1.88648648648649,1.58165137614679,1.98333333333333
